listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL
4 Bedroom Terraced Duplex,49000000,0,0,0,"Vintage Estate, Opposite Crown Estate, Sangotedo",Ajah,Lagos,,07034744114,9,https://www.propertypro.ng/property/house-for-sale-vintage-estate-opposite-crown-estate-sangotedo-ajah-lagos-0GMVR
Furnished 4 Semi Detached Bedroom Duplex,140000000,5,4,5,Idado,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-idado-lekki-lagos-3GRGX
600sqms Of Land,3000000,0,0,0,Ibeju,Ibeju-Lekki,Lagos,,07034744114,9,https://www.propertypro.ng/property/land-for-sale-ibeju-lekki-lagos-6GPCR
4 Bedroom Terrace Duplex,98000000,5,4,5,Ikate,Lekki,Lagos,ServicedNewly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-3GPLE
Serviced 2 Bedroom Apartment,50000000,3,2,3,Agungi,Lekki,Lagos,ServicedNewly Built,09035137760,9,https://www.propertypro.ng/property/2-bedroom-house-for-sale-agungi-lekki-lagos-1GPLK
4 Bedroom Fully Detached Duplex,75000000,5,4,5,"Lekki County Homes, Westend Ikota",Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-county-homes-westend-ikota-lekki-lagos-6GPLM
Lovely 3 Bedroom Maisonette,220000000,4,3,4,Parkview Estate,Ikoyi,Lagos,Serviced,09035137760,9,https://www.propertypro.ng/property/3-bedroom-house-for-sale-parkview-estate-ikoyi-lagos-4GCCH
Luxury 2 Bedroom Apartment,168000000,3,2,3,Old Ikoyi,Ikoyi,Lagos,ServicedNewly Built,09035137760,9,https://www.propertypro.ng/property/2-bedroom-house-for-sale-old-ikoyi-ikoyi-lagos-8GQRR
4 Bedroom Fully Detached House,130000000,5,4,5,Chevron,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-2GLUQ
4 Bedroom Semi Detached Duplex With Bq,95000000,5,4,5,Ologolo,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-7GHVC
4 Bedroom Fully Detached Duplex,60000000,5,4,5,,Ajah,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-5GJRC
Massive 4 Bedroom Semi Detached Duplex,130000000,5,4,5,Ologolo,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-5GKSU
4 Bedroom Semi Detached Duplex,83000000,5,4,5,Chevron,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-8GLKT
4 Bedroom Detached Duplex,55000000,5,4,5,,Ajah,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-7GMNA
Newly Built 4 Bedroom Detached House,98000000,4,4,5,,Ajah,Lagos,Newly Built,07038641144,18,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-7GLKF
An Ongoing 4 Bedrom Detached Bungalow,23000000,0,4,0,"Ajila, Elebu Akala Express",Ibadan,Oyo,,08156968495,18,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajila-elebu-akala-express-ibadan-oyo-4GLQG
Superb Brand New 4 Bedroom Detached Duplex,125000000,5,4,6,Ologolo,Lekki,Lagos,Newly Built,08177766550,18,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-2GNEX
Newly Built 5 Bedrooms Detached House,850000000,5,5,6,Patrick Harbour Estate Mojisola Onikoyi Estate,Ikoyi,Lagos,Newly Built,090902999998,18,https://www.propertypro.ng/property/5-bedroom-house-for-sale-patrick-harbour-estate-mojisola-onikoyi-estate-ikoyi-lagos-5GKUN
New 5 Bedroom Detached Duplex,400000000,5,5,6,Lekki Phase 1,Lekki,Lagos,Newly Built,090902999998,18,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-3GLCR
"4,876sqm Land",950000,0,0,0,Kingsway Road,Ikoyi,Lagos,,08140215129,18,https://www.propertypro.ng/property/land-for-sale-kingsway-road-ikoyi-lagos-7GRWU
Serviced 4 Bedroom Maisonette Duplex In A Well Secure Estate,135000000,5,4,5,Ikate,Lekki,Lagos,ServicedNewly Built,09035137760,18,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-6FBRD
Contemporary 5 Bedroom Detached Duplex,105000000,6,5,6, Agungi,Lekki,Lagos,Newly Built,09035137760,18,https://www.propertypro.ng/property/5-bedroom-house-for-sale-agungi-lekki-lagos-4FDCE
Fresh 6 Bedroom House,750000000,6,6,7,Banana Island Estate Banana Island,Ikoyi,Lagos,Newly Built,08124269637,18,https://www.propertypro.ng/property/6-bedroom-house-for-sale-banana-island-estate-banana-island-ikoyi-lagos-7GFHE
4bedroom Semi Detached Duplex,70000000,5,4,5,Ikota,Lekki,Lagos,Newly Built,09035137760,18,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-1GNGG
600plots Of Land,4500000,0,0,0,,Lekki,Lagos,,08140215129,18,https://www.propertypro.ng/property/land-for-sale-lekki-lagos-4GQNT
4 Bedroom Semi Detached Duplex,200000000,0,4,0,Oniru Victoria,Island,Lagos,,08028761350,18,https://www.propertypro.ng/property/4-bedroom-house-for-sale-oniru-victoria-island-lagos-8GSCZ
2numbers Of 3bedroom Flats,160000000,0,3,0,Off Adisa Bashua Street Adelabu,Surulere,Lagos,,08081672062,18,https://www.propertypro.ng/property/3-bedroom-house-for-sale-off-adisa-bashua-street-adelabu-surulere-lagos-7GQCM
Luxe 3 Bedroom Apartments,180000000,4,3,5,Old Ikoyi,Ikoyi,Lagos,ServicedNewly Built,09035137760,18,https://www.propertypro.ng/property/3-bedroom-house-for-sale-old-ikoyi-ikoyi-lagos-6FBNK
Brand New 6 Bedroom Fully Detached Duplex With Bq,590000000,6,6,7,Adeola Odeku Victoria,Island,Lagos,Newly Built,08147329552,18,https://www.propertypro.ng/property/6-bedroom-house-for-sale-adeola-odeku-victoria-island-lagos-6GGGN
Newly Built Service 3 Bedroom Terrace Duplex With Bq,44000000,3,3,4,Off Lekki Epe Expressway,Ajah,Lagos,ServicedNewly Built,07030598736,18,https://www.propertypro.ng/property/3-bedroom-house-for-sale-off-lekki-epe-expressway-ajah-lagos-1GPFZ
5 Bedroom Fully Detached Duplex,85000000,6,5,6,Sangotedo,Ajah,Lagos,Newly Built,09035137760,18,https://www.propertypro.ng/property/5-bedroom-house-for-sale-sangotedo-ajah-lagos-9GLBG
Spacious 4 Bedroom Detached Duplex,75000000,5,4,5,Chevron Toll Gate Chevron,Lekki,Lagos,Newly Built,09035137760,18,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-toll-gate-chevron-lekki-lagos-3FLUK
3 Bedroom Luxury Smart Home,40000000,3,3,4,Abijo Gra,Ajah,Lagos,Newly Built,08023231314,10,https://www.propertypro.ng/property/3-bedroom-house-for-sale-abijo-gra-ajah-lagos-4GLDL
1250sqm Land,200000000,0,0,0,Gra Ikota,Lekki,Lagos,,08140215129,10,https://www.propertypro.ng/property/land-for-sale-gra-ikota-lekki-lagos-7GRWT
3 Bedroom Flat,45000000,4,3,4,,Ajah,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ajah-lagos-0GMPE
Brand New 4bedroom Semi Detached Duplex With A Bq,85000000,5,4,5,Orchid Toll Chevron,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-toll-chevron-lekki-lagos-7FFGF
"This Luxurious Fully Furnished 4 Bedroom Fully Detached Duplex With Swimming Pool, Gym And A Room Bq",150000000,5,4,5,Lakeview Estate Lekki Phase 2,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lakeview-estate-lekki-phase-2-lekki-lagos-3FEDS
Finished 5 Bedroom Detached Duplex With Bq,235000000,6,5,7,Megamound Estate,Lekki,Lagos,Newly Built,08160971667,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-megamound-estate-lekki-lagos-8GFGS
4 Bedroom Semi Detached Duplex,60000000,4,4,5,"Second Tollgate,",Lekki,Lagos,,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-second-tollgate-lekki-lagos-4GMER
3 Bedrooms Apartment,47000000,0,0,0,"Second Toll Gate,",Lekki,Lagos,,08140215129,10,https://www.propertypro.ng/property/flat-apartment-for-sale-second-toll-gate-lekki-lagos-7GRQX
4 Bedroom Semi Detached Duplex,55000000,5,4,5,Lekki Palm City,Ajah,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-palm-city-ajah-lagos-3GULX
5 Bedroom Detached Duplex With Bq,850000000,6,5,6,Old Ikoyi,Ikoyi,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-old-ikoyi-ikoyi-lagos-1FHLA
4 Numbers 3 Bedroom Flat,105000000,0,0,0,Sam Shonibare Estate By Babatunde Street Ogunlana,Surulere,Lagos,,08081672062,10,https://www.propertypro.ng/property/house-for-sale-sam-shonibare-estate-by-babatunde-street-ogunlana-surulere-lagos-2GRDL
Brand New Spacious 4 Bedroom Terrace Duplex,56000000,5,4,5,Chevron,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-4FJAU
2 Full Plots Of Land,27000000,0,0,0,"Road 7 Extension, Imo Housing Estate New Owerri",Owerri,Imo,,08037372117,10,https://www.propertypro.ng/property/land-for-sale-road-7-extension-imo-housing-estate-new-owerri-owerri-imo-1GLLQ
Newly Built 3 Bedroom Terrace Duplex,45000000,4,3,4,,Ajah,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ajah-lagos-9GMES
4 Bedroom Terrace Home,420000000,5,4,5,Banana Island Estate Banana Island,Ikoyi,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-banana-island-estate-banana-island-ikoyi-lagos-7GRRD
Newly Built 5 Bedroom Fully Detached Duplex,105000000,6,5,6,Sangotedo,Ajah,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-sangotedo-ajah-lagos-4GJRC
4 Bedroom Semi Detached Home,500000000,5,4,5,Banana Island Estate Banana Island,Ikoyi,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-banana-island-estate-banana-island-ikoyi-lagos-9GRRK
3 Bedroom Apartment,290000000,4,3,4,Old Ikoyi,Ikoyi,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/3-bedroom-house-for-sale-old-ikoyi-ikoyi-lagos-1GBBJ
Brand New Spacious Super Luxury 4 Bedroom Massionette House,280000000,4,4,5,Lekki Phase 1 Lekki Phase 1,Lekki,Lagos,Newly Built,08147329552,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-phase-1-lekki-lagos-4FYMK
Contemporary 4 Bedroom Detached Duplex,130000000,5,4,5,Chevron,Lekki,Lagos,Newly Built,09035137760,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-3ERSU
Luxury Built 5 Bedroom Fully Detached Duplex With 2room Bq On 600m² Land,850000000,5,5,6,"Habour Point Estate,",Ikoyi,Lagos,,07057302511,21,https://www.propertypro.ng/property/5-bedroom-house-for-sale-habour-point-estate-ikoyi-lagos-0FWQR
4 Bedroom Terrace Duplex With Bq,145000000,5,4,5,Ikate,Lekki,Lagos,ServicedNewly Built,09035137760,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-6FHKY
Newly Built 4 Bedroom Terrace Duplex,105000000,4,4,4,Ikate,Lekki,Lagos,FurnishedServicedNewly Built,08098000359,21,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-4GKSH
4bedrooms & 5bedrooms Semi/fully Detached Detached Duplexes With Bqs & Swimming Pool,90000000,6,5,6,,Ajah,Lagos,Newly Built,09035137760,21,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-3FLQJ
Newly Built 2 Bedroom Penthouse Apartment,85000000,2,2,3,Ikate,Lekki,Lagos,ServicedNewly Built,07025014897,21,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-2GDXS
Spacious 2 Bedroom Apartment With Swimming Pool,35000000,2,2,3,Off Lekki Epe Expressway,Ajah,Lagos,ServicedNewly Built,07030598736,21,https://www.propertypro.ng/property/2-bedroom-house-for-sale-off-lekki-epe-expressway-ajah-lagos-8GPFY
Executive 5 Bedroom Fully Detached Duplex Available,650000000,6,5,6,,Ikoyi,Lagos,Newly Built,09035137760,21,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-9FKZG
900sqms Land,70000000,0,0,0,Royal Garden Estate Area Ua New Owerri Layout,Owerri,Imo,,08037372117,21,https://www.propertypro.ng/property/land-for-sale-royal-garden-estate-area-ua-new-owerri-layout-owerri-imo-7GNFM
5 Bedroom Detached Duplex,70000000,6,5,6,,Ajah,Lagos,Newly Built,09035137760,21,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-9GUJE
600sqm Of Land,1500000,0,0,0,Vopno City Empire Estate Akodo Town Close To Dangote Refinery Before Lekki Free Trade Zone Akodo Ise Ibeju,Ibeju-Lekki,Lagos,Serviced,07041489625,21,https://www.propertypro.ng/property/land-for-sale-vopno-city-empire-estate-akodo-town-close-to-dangote-refinery-before-lekki-free-trade-zone-akodo-ise-ibeju-lekki-lagos-2GTSS
3 Bedroom Apartment House,180000000,4,3,4,,Ikoyi,Lagos,ServicedNewly Built,09035137760,21,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ikoyi-lagos-7GMPD
Newly Built 3 & 2 Bedroom Apartment,80000000,3,3,4,Ikate,Lekki,Lagos,ServicedNewly Built,08063531327,21,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-2GENV
Luxury 3 Bedroom Apartment With A Bq,120000000,3,3,4,"Adjoinning Eko Atlantic On Water Corporation Drive, Victoria Island Extension Victoria",Island,Lagos,Serviced,08136861105,21,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-adjoinning-eko-atlantic-on-water-corporation-drive-victoria-island-extension-victoria-island-lagos-4GLSY
4 Bedroom Spacious Detached Duplex,85000000,4,4,5,"White Oak Estate, Ologolo",Lekki,Lagos,,07057302511,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-white-oak-estate-ologolo-lekki-lagos-8GNCE
26 Numbers Of Premium 3 Bedroom Apartments,4600000000,3,3,4,Old Ikoyi Old Ikoyi,Ikoyi,Lagos,Newly Built,08124269637,21,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-old-ikoyi-old-ikoyi-ikoyi-lagos-3GBJQ
4 Bedroom Semi Detached House Ample Parking Space,170000000,5,4,5,Lekki Phase 1,Lekki,Lagos,Newly Built,09035137760,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7FKBJ
Newly Built 4 Bedroom Terrace Duplex With Bq,130000000,4,4,5,Freedom Way Lekki Phase 1,Lekki,Lagos,ServicedNewly Built,07025014897,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-freedom-way-lekki-phase-1-lekki-lagos-1GDXU
4 Bedroom Semi Detached Smart Duplex And Bq With Furniture,100000000,4,4,5,Buena Vista Chevron,Lekki,Lagos,FurnishedServicedNewly Built,07025014897,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-buena-vista-chevron-lekki-lagos-8GKMJ
4 Bedroom Semi Detached Duplex,210000000,5,4,5,Lekki Phase 1,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-6GNZA
4bedroom Terrace Duplex With High Quality Finishing,130000000,5,4,5,Lekki Phase 1,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-2FAKZ
Brand New 4 Bedroom Terrace Duplex,45000000,5,4,5,,Ajah,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-5GCCJ
Land,30000000,0,0,0,New Akala Express By Kuola Akala Express,Ibadan,Oyo,,08156968495,10,https://www.propertypro.ng/property/land-for-sale-new-akala-express-by-kuola-akala-express-ibadan-oyo-5GMBH
Newly Built 5 Bedrooms Detached House,1500000,5,5,6,First Avenue Banana Island,Ikoyi,Lagos,Newly Built,090902999998,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-first-avenue-banana-island-ikoyi-lagos-5GKUV
6 Bedroom Semi Detached House,165000000,0,0,0,Ikate,Lekki,Lagos,,08030996281,10,https://www.propertypro.ng/property/house-for-sale-ikate-lekki-lagos-1GGCL
Land Measuring 651sqm,39000000,0,0,0,"Diamond Estate Phase 1 Off Monastery Road, Sangotedo",Ajah,Lagos,,07057302511,10,https://www.propertypro.ng/property/land-for-sale-diamond-estate-phase-1-off-monastery-road-sangotedo-ajah-lagos-0GQBA
Newly Built Semi Detached 4 Bedroom (smart Home )duplex With 2rooms Bq.,130000000,5,4,5,2nd Avenue,Gwarinpa,Abuja,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-2nd-avenue-gwarinpa-abuja-6FWZF
Luxurious 5 Bedroom Detached Duplex,110000000,6,5,7,Ikota,Lekki,Lagos,Newly Built,08177766550,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-1GNEX
Brand New 2 Bedroom Pent House Apartment With Bq,170000000,3,2,3,Victoria,Island,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/2-bedroom-house-for-sale-victoria-island-lagos-4FDTW
Fully Serviced 2 Bedroom Apartment,60000000,3,2,3,Ikate,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/2-bedroom-house-for-sale-ikate-lekki-lagos-3GJQH
5 Bedroom Detached Duplex With Bq,140000000,6,5,6,Agungi,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-agungi-lekki-lagos-4GFSB
750 Plots Of Land With Gazette,5000000, , , ,Blissview Estate Phase 2 Ibeju Agbe Town Close To Pan Africa University Ibeju,Ibeju-Lekki,Lagos,Serviced,07041489625,10,https://www.propertypro.ng/property/land-for-sale-blissview-estate-phase-2-ibeju-agbe-town-close-to-pan-africa-university-ibeju-lekki-lagos-9GRQP
5 Bedroom Detached House,265000000,6,5,6,Lake View Estate Ikota,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lake-view-estate-ikota-lekki-lagos-3FZYK
5 Bedroom Duplex,650000000,5,5,6,,Ikoyi,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-0GNWR
4 Bedroom Semi Detached Duplex,90000000,5,4,5,Idado,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-idado-lekki-lagos-1GHJG
5bedrooms Fully Detached Duplex,95000000,5,5,6,Close To Sunnyvale Estate,Lokogoma,Abuja,ServicedNewly Built,08053979149,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-close-to-sunnyvale-estate-lokogoma-abuja-3GPAV
2 Bedroom Penthouse,145000000,3,2,3,Adeola Odeku Victoria,Island,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-adeola-odeku-victoria-island-lagos-0GPLN
5 Bedroom Fully Detached Duplex,170000000,6,5,6,"Lekki County, Megamound Ikota",Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-county-megamound-ikota-lekki-lagos-0FHPY
Classic 5 Bedrooms Fully Detached Houses With An Ensuite Maid’s Quarter,140000000,6,5,6,Ikota,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-4FUTD
Spacious 5 Bedroom Fully Detached Duplex With Fitted Kitchen,170000000,6,5,6,Lekki County Ikota,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-county-ikota-lekki-lagos-9GLCH
Massive 5 Bedroom Fully Detached Duplex,350000000,6,5,6,Ikate,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-0GKVK
5 Bedroom Detached Duplex,280000000,6,5,6,Ikota,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-4GQKY
Serviced 4 Bedroom Terrace Duplex,120000000,5,4,5,Ikate,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-9GKUD
Luxury 5 Bedroom Contemporary Duplex,500000000,6,5,6,Pinnock Beach Estate Osapa London,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-pinnock-beach-estate-osapa-london-lekki-lagos-4GATP
Fully Automated 5 Bedroom Fully Detached Duplex,250000000,6,5,6,"Lekky County, Megamound Estate Ikota",Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekky-county-megamound-estate-ikota-lekki-lagos-4GHJJ
2units Of 3bedroom Flat,8000000, ,3, ,Soka Iwo Rd,Ibadan,Oyo,,08156968495,10,https://www.propertypro.ng/property/3-bedroom-house-for-sale-soka-iwo-rd-ibadan-oyo-5GMBX
"This Is One Sopisticated,tastefully Furnished And Newly Built Detached 4bedroom Duplex With Swimming Pool.",65000000,5,4,5,,Ajah,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-8EPMF
"Amity Estate, Well Developed Estate, Instant Allocation, Sangotedo, Lekki. 3 Years Payment Plan*",10500000, , , ,Amity Estate Sangotedo,Ajah,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/land-for-sale-amity-estate-sangotedo-ajah-lagos-5ERNQ
