listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL
3 Bedroom Apartment,17300000,3,3,4,Victoria Island Victoria Island Extension Victoria,Island,Lagos,Serviced,08124269637,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-victoria-island-victoria-island-extension-victoria-island-lagos-9GSRC
2 Bedroom Apartment,6000000,2,2,3,Ikate,Lekki,Lagos,ServicedNewly Built,07038641144,10,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ikate-lekki-lagos-6GSTR
4 Bedroom Semi Detached Duplex,4500000,5,4,5,Ikota,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-lagos-6GKYR
4 Bedroom Semi Detached Duplex,5000000,5,4,5,Chevron,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-lekki-lagos-4GSTY
639sqm Of Land,65000000,0,0,0,Olaleye New Town Estate Behind Leadway Assurance Iponri,Surulere,Lagos,,08081672062,10,https://www.propertypro.ng/property/land-for-rent-olaleye-new-town-estate-behind-leadway-assurance-iponri-surulere-lagos-8GQVF
Well Maintained 3 Bedroom Flat,11000000,3,3,3,Banana Island,Ikoyi,Lagos,,07086048604,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-banana-island-ikoyi-lagos-8GRWR
Spacious 4 Bedroom Apartment,9000000,4,4,5,Old Ikoyi,Ikoyi,Lagos,Serviced,08124269637,10,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-old-ikoyi-ikoyi-lagos-4GTTH
3 Bedroom Duplex,4500000,3,3,4,,Lekki,Lagos,FurnishedServicedNewly Built,07030598736,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-lagos-3GPGN
4 Bedroom Detached,4000000,5,4,5,,Ajah,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ajah-lagos-5GMPF
4 Bedroom Terrace Duplex,25000000,5,4,5,Old Ikoyi,Ikoyi,Lagos,Serviced,09035137760,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-old-ikoyi-ikoyi-lagos-2GQSG
3 Bedroom Flat,14000000,4,3,4,Alenxender Old Ikoyi,Ikoyi,Lagos,ServicedNewly Built,09035137760,4,https://www.propertypro.ng/property/3-bedroom-house-for-rent-alenxender-old-ikoyi-ikoyi-lagos-7GSSL
3 Bedroom Apartment,13500000,3,3,4,Banana Island Estate Banana Island,Ikoyi,Lagos,FurnishedServiced,08124269637,4,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-banana-island-estate-banana-island-ikoyi-lagos-9GQZT
4 Bedroom Semi Detached Duplex,11000000,4,4,5,Close To Ecowas,Asokoro,Abuja,FurnishedServicedNewly Built,08053979149,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-close-to-ecowas-asokoro-abuja-4GRZD
5 Bedroom Fully Detached Duplex,12000000,6,5,6,Juat By Nicon Town Ikate,Lekki,Lagos,Newly Built,09035137760,4,https://www.propertypro.ng/property/5-bedroom-house-for-rent-juat-by-nicon-town-ikate-lekki-lagos-4GUGG
3 Bedroom Flat,12000000,4,3,4,Oniru Victoria,Island,Lagos,ServicedNewly Built,09035137760,4,https://www.propertypro.ng/property/3-bedroom-house-for-rent-oniru-victoria-island-lagos-8GUKU
2 Bedroom Apartment,3200000,3,2,3,Osapa London,Lekki,Lagos,ServicedNewly Built,09035137760,4,https://www.propertypro.ng/property/2-bedroom-house-for-rent-osapa-london-lekki-lagos-5GSSF
5unit Of 3 Bedroom Flat,6000000,3,3,4,Close To Ecowas,Asokoro,Abuja,ServicedNewly Built,08053979149,4,https://www.propertypro.ng/property/3-bedroom-house-for-rent-close-to-ecowas-asokoro-abuja-7GPDG
4 Bedroom Semi Detached Duplex,16500000,5,4,5,Mojisola Onikoyi,Ikoyi,Lagos,Newly Built,09035137760,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-mojisola-onikoyi-ikoyi-lagos-6GTBL
5 Bedroom Detached Duplex,12000000,0,0,0,Off Issac John Street Ikeja Gra,Ikeja,Lagos,,08028761350,4,https://www.propertypro.ng/property/house-for-rent-off-issac-john-street-ikeja-gra-ikeja-lagos-7GSCL
Office Space,130000,0,0,0,"Off Issac John Street, Ikeja Gra",Ikeja,Lagos,,08028761350,4,https://www.propertypro.ng/property/commercial-property-for-rent-off-issac-john-street-ikeja-gra-ikeja-lagos-7GSCM
5 Bedroom Detached Duplex,25000000,0,0,0,Ikeja Gra,Ikeja,Lagos,,08028761350,4,https://www.propertypro.ng/property/house-for-rent-ikeja-gra-ikeja-lagos-9GSCL
10 Bedroom Detached Duplex,35000000,0,1,0,Ikeja Gra,Ikeja,Lagos,,08028761350,4,https://www.propertypro.ng/property/10-bedroom-house-for-rent-ikeja-gra-ikeja-lagos-8GSCK
5 Bedroom Detached Duplex,15000000,0,0,0,Ikeja Gra,Ikeja,Lagos,,08028761350,4,https://www.propertypro.ng/property/house-for-rent-ikeja-gra-ikeja-lagos-1GSCM
4 Bedroom Terrace Duplex,4500000,5,4,5,Ikota,Lekki,Lagos,,09035137760,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-lagos-9GUKN
Newly Built 5 Bedroom Detached House,7500000,5,5,6,Chevron,Lekki,Lagos,ServicedNewly Built,07038641144,4,https://www.propertypro.ng/property/5-bedroom-house-for-rent-chevron-lekki-lagos-3GSTT
6 Bedroom Fully Detached Duplex,30000000,6,6,7,Close To Ecowas,Asokoro,Abuja,ServicedNewly Built,08053979149,4,https://www.propertypro.ng/property/6-bedroom-house-for-rent-close-to-ecowas-asokoro-abuja-9GPCY
3 Bedroom Apartment,100000,3,3,4,Old Ikoyi Old Ikoyi,Ikoyi,Lagos,Serviced,08124269637,4,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-old-ikoyi-old-ikoyi-ikoyi-lagos-4GRGR
3 Bedroom Terrace Duplex,6000000,3,3,4,Lekki Phase 1,Lekki,Lagos,ServicedNewly Built,07030598736,9,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-6GPQD
5 Bedroom Detached Duplex,7000000,6,5,6,Ikota,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikota-lekki-lagos-2GSMD
Mini Flat,1500000,1,1,1,Agungi,Lekki,Lagos,,07086048604,9,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-agungi-lekki-lagos-2GRBW
Hotel,140000000,0,0,0,Ikeja Gra,Ikeja,Lagos,,08028761350,9,https://www.propertypro.ng/property/commercial-property-for-rent-ikeja-gra-ikeja-lagos-9GSCK
4 Bedroom Detached Duplex,12000000,0,0,0,Shonibare Estate,Ikeja,Lagos,,08028761350,9,https://www.propertypro.ng/property/house-for-rent-shonibare-estate-ikeja-lagos-2GSCL
Office Space,400000,0,0,0,Ikeja Gra,Ikeja,Lagos,,08028761350,9,https://www.propertypro.ng/property/commercial-property-for-rent-ikeja-gra-ikeja-lagos-8GSCM
3bedroom Apartment,17500000,0,0,0,Banana Island,Ikoyi,Lagos,,08124269637,9,https://www.propertypro.ng/property/flat-apartment-for-rent-banana-island-ikoyi-lagos-4GKAS
4 Bedroom Terrace Duplex,4000000,5,4,5,Chevron Toll Gate Chevron,Lekki,Lagos,ServicedNewly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-toll-gate-chevron-lekki-lagos-0GNHQ
2 Bedroom Apartment,300000000,3,2,3,Banana Island Estate Banana Island,Ikoyi,Lagos,ServicedNewly Built,09035137760,9,https://www.propertypro.ng/property/2-bedroom-house-for-rent-banana-island-estate-banana-island-ikoyi-lagos-3GULY
Fully Serviced Open Plan Office Space (260 Square Metres),30000, , ,4,Billings Way Alausa,Ikeja,Lagos,Serviced,08050606090,9,https://www.propertypro.ng/property/commercial-property-for-rent-billings-way-alausa-ikeja-lagos-2FNTF
4 Bedroom Detached Duplex,4000000,5,4,5,Lekki Palm City,Ajah,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-palm-city-ajah-lagos-2GSPP
2 Units Of 5 Bedroom Detached Duplex,9000000,0,0,0,Ikeja Gra,Ikeja,Lagos,,08028761350,9,https://www.propertypro.ng/property/house-for-rent-ikeja-gra-ikeja-lagos-4GSCL
5 Bedroom Fully Detached Duplex,7000000,6,5,6,Ikota,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikota-lekki-lagos-9GSNG
5 Bedroom Detached Duplex,7000000,6,5,6,Ikota,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikota-lekki-lagos-7GSMC
4 Bedroom Semi Detached Duplex,7000000,5,4,5,Osapa London,Lekki,Lagos,ServicedNewly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-8GSPM
Newly Built 5 Bedroom Detached Duplex,6500000,5,5,6,Ikota,Lekki,Lagos,ServicedNewly Built,07038641144,9,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikota-lekki-lagos-1GSTR
3 Bedroom Flat,20000000,3,3,4,Close To Turkey Hospital,Idu,Abuja,Newly Built,08053979149,9,https://www.propertypro.ng/property/3-bedroom-house-for-rent-close-to-turkey-hospital-idu-abuja-6GRKH
5 Bedroom Detached Duplex,8000000,6,5,6,Ikota,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikota-lekki-lagos-9GQKE
Newly Built 5 Bedroom Detached Duplex House,7500000,5,5,6,Ikate,Lekki,Lagos,ServicedNewly Built,07038641144,10,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikate-lekki-lagos-2GTRU
4 Bedroom Semi Detached Duplex,6500000,5,4,5,Chevron,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-lekki-lagos-1GUKQ
Fully Furnished 4 Bedroom Semi Detached Duplex,9000000,5,4,5,Osapa London,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-9GPKZ
Fully Serviced 4 Bedroom Semi Detached Duplex,5500000,5,4,5,Chevron,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-lekki-lagos-2GMCA
Brand New 4 Bedroom Flat,10000000,5,4,5,Banana Island Road,Ikoyi,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-road-ikoyi-lagos-9GUKV
4 Bedroom Terrace House,9000000,6,5,6,Lekki Phase 1,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-8GUKR
2 Bedroom Apartment,2500000,3,2,3,Ikota Gra,Lekki,Lagos,Serviced,09035137760,10,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ikota-gra-lekki-lagos-4GQQA
4 Bedroom Fully Detached Duplex,7500000,5,4,5,Osapa London,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-6GUPZ
Furnished 4 Bedroom Terrace Duplex,10000000,5,4,5,Oniru Victoria,Island,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-oniru-victoria-island-lagos-3GTUR
Spacious 4 Bedroom Detached Duplex,6000000,4,4,5,"Megamound Estate, Lekki County Homes, Ikota",Lekki,Lagos,ServicedNewly Built,07057302511,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-megamound-estate-lekki-county-homes-ikota-lekki-lagos-9GPZL
4 Bedroom Terrace Duplex,5000000,5,4,5,Ikate,Lekki,Lagos,Serviced,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-7GSTX
2 Bedroom Apartment,6000000,3,2,3,Along Nike Art Gallery Road Lekki Phase 1,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/2-bedroom-house-for-rent-along-nike-art-gallery-road-lekki-phase-1-lekki-lagos-3GNGB
Newly Built 4 Bedroom Duplex,6500000,4,4,5,Lekki Osapa London,Lekki,Lagos,ServicedNewly Built,07038641144,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-osapa-london-lekki-lagos-5GRUE
Newly Built 3 Bedroom Flat,15000000,4,3,4,Off Boudilon Road Bourdillon,Ikoyi,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-off-boudilon-road-bourdillon-ikoyi-lagos-6GSSQ
5 Bedroom Detached Duplex,6000000,6,5,6,"Chevron Drive, Few Minutes Drive From Atlantic Mall Opposite Uba And Bera Estate Gate Chevron",Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-rent-chevron-drive-few-minutes-drive-from-atlantic-mall-opposite-uba-and-bera-estate-gate-chevron-lekki-lagos-9GSPM
Wonderful 3 Bedroom Apartment,4500000,3,3,4,Lekki Phase 1,Lekki,Lagos,Serviced,09041150803,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-4GUVW
Luxury 3 Bedroom Flat,10000000,3,3,4,Banana Island Road Banana Island,Ikoyi,Lagos,Serviced,08168064058,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-banana-island-road-banana-island-ikoyi-lagos-1GRHY
2 Bedroom Apartment,700000,2,2,3,Abijo,Ajah,Lagos,Serviced,08060623971,10,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-abijo-ajah-lagos-7GUTG
4 Bedroom Duplex,3500000,4,4,5,Diamond Estate Monastery Road,Sangotedo,Lagos,Serviced,08060623971,14,https://www.propertypro.ng/property/4-bedroom-house-for-rent-diamond-estate-monastery-road-sangotedo-lagos-1GUPS
5 Bedroom Fully Detached Duplex,8000000,5,5,6,Ikota,Lekki,Lagos,Newly Built,08139265236,14,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikota-lekki-lagos-7GTRE
3 Bedroom Apartment,6500000,3,3,4,Lekki Phase 1,Lekki,Lagos,FurnishedServicedNewly Built,08139265236,14,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-9GTYN
3 Bedroom Furnished Apartment,6500000,3,3,4,Orchid Road Lekki Phase 1,Lekki,Lagos,FurnishedServicedNewly Built,09041150803,14,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-orchid-road-lekki-phase-1-lekki-lagos-7GSZM
Mini Flat,2000000,1,1,2,Younus Bashorun Karimu Kotun Victoria,Island,Lagos,Serviced,09041150803,14,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-younus-bashorun-karimu-kotun-victoria-island-lagos-4GUEU
Master Bedroom In A Shared Apartment,1000000,1,1,1,Chisco Ikate,Lekki,Lagos,FurnishedServicedNewly Built,09041150803,14,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-chisco-ikate-lekki-lagos-5GUKV
Luxury 3 Bedroom Flat,6500000,3,3,4,"Reeve Road,ikoyi Gerard Road",Ikoyi,Lagos,FurnishedServiced,08168064058,14,https://www.propertypro.ng/property/3-bedroom-house-for-rent-reeve-roadikoyi-gerard-road-ikoyi-lagos-6GQTG
A Standard Beautiful 3 Bedroom Bungalow,10000000,0,0,0,Meiran Via Joke Ayo Alagbado Abule,Egba,Lagos,,09061623299,14,https://www.propertypro.ng/property/house-for-rent-meiran-via-joke-ayo-alagbado-abule-egba-lagos-5FWVU
5 Bedroom Flat,1000000,2,5,0,Oluyole Estate,Ibadan,Oyo,,08147747114,14,https://www.propertypro.ng/property/5-bedroom-house-for-rent-oluyole-estate-ibadan-oyo-8GRUM
Newly Built Mini Flat,1700000,0,0,2,Osapa London,Lekki,Lagos,,09061623299,14,https://www.propertypro.ng/property/flat-apartment-for-rent-osapa-london-lekki-lagos-3FVUL
2 Bedroom Flat,500000,3,2,3,Orange Gate Oluyole Estate,Ibadan,Oyo,,08147747114,14,https://www.propertypro.ng/property/2-bedroom-house-for-rent-orange-gate-oluyole-estate-ibadan-oyo-7GRPB
Newly Built 4 Bedroom Fully Detached Duplex,5500000,4,4,5,Chevron,Lekki,Lagos,Newly Built,09034504273,14,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-lekki-lagos-6GPJT
Very Clean And Decent Mini Flat,500000, , , ,Shomolu,Shomolu,Lagos,,09061623299,14,https://www.propertypro.ng/property/flat-apartment-for-rent-shomolu-shomolu-lagos-5FTCJ
Partly Furnished & Tastefully Finished Room Self..,550000,1,1,1,Akoka,Yaba,Lagos,Serviced,08167742895,14,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-akoka-yaba-lagos-0GNMK
Room And Parlour Self Contain,350000,1,1,1,Ologuneru,Ibadan,Oyo,,08147747114,14,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ologuneru-ibadan-oyo-6GRUM
Mini Flat,300000,2,1,2,Oluodo Ebute,Ikorodu,Lagos,,07010568925,14,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-oluodo-ebute-ikorodu-lagos-4GQTQ
Newly Built & Tastefully Finished 3bedroom Terrace Duplex + A Room Bq......,7000000,4,3,5,Ikeja Gra,Ikeja,Lagos,ServicedNewly Built,08167742895,14,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ikeja-gra-ikeja-lagos-2GNMH
Office Space,8000000, , , ,Aare Bodija Bodija,Ibadan,Oyo,,08147747114,14,https://www.propertypro.ng/property/commercial-property-for-rent-aare-bodija-bodija-ibadan-oyo-9GRPA
5 Bedroom Fully Detached Duplex,6000000,5,5,6,Chevron,Lekki,Lagos,Newly Built,08139265236,11,https://www.propertypro.ng/property/5-bedroom-house-for-rent-chevron-lekki-lagos-8GRWT
Office Space Within An Office Block,100000,0,0,0,Alfred Rewane Road Falomo,Ikoyi,Lagos,Serviced,07045269021,11,https://www.propertypro.ng/property/commercial-property-for-rent-alfred-rewane-road-falomo-ikoyi-lagos-0FSMX
2 Bedroom Flat,650000,3,2,3,Ire Akari Estate Soka,Ibadan,Oyo,Newly Built,08147747114,11,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ire-akari-estate-soka-ibadan-oyo-3GRPA
Office Space/commerical Space/spa/boutique,2500000, , , ,Facing A Busy Road In Lekki Phase1 Lekki Phase 1,Lekki,Lagos,,08168064058,11,https://www.propertypro.ng/property/commercial-property-for-rent-facing-a-busy-road-in-lekki-phase1-lekki-phase-1-lekki-lagos-3GDJJ
Luxury 3 Bedroom Apartment,7500000,3,3,3,"Off 5th Avenue, Banana Island",Ikoyi,Lagos,Serviced,09044442244,11,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-off-5th-avenue-banana-island-ikoyi-lagos-3GRUP
3 Bedroom Apartment,400000,3,3,4,Freedom Estate Ikorodu,Ikorodu,Lagos,Furnished,07010568925,11,https://www.propertypro.ng/property/3-bedroom-house-for-rent-freedom-estate-ikorodu-ikorodu-lagos-4GKCD
Mini Flat,1000000,1,1,2,Mobil Road Ilaje,Ajah,Lagos,ServicedNewly Built,09041150803,11,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-mobil-road-ilaje-ajah-lagos-5GTPJ
Flexible Offices Of Varying Sizes From About 100sqm,150000, , , ,Alfred Rewane Road Old Ikoyi,Ikoyi,Lagos,,07045269021,11,https://www.propertypro.ng/property/commercial-property-for-rent-alfred-rewane-road-old-ikoyi-ikoyi-lagos-0FLWZ
Well Maintained 3 Bedroom Apartment,4000000,4,3,4,"Off Femi Pedro Street, Parkview Estate",Ikoyi,Lagos,Serviced,09044442244,11,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-off-femi-pedro-street-parkview-estate-ikoyi-lagos-9GRMY
4bedroom Terrace Duplex,4500000,4,4,5,Osapa London,Lekki,Lagos,ServicedNewly Built,09058185397,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-2GRGE
Fully Serviced 3 Bedroom Duplex,2500000,3,3,4,"South Pointe Estate,orchid Road",Lekki,Lagos,Serviced,08168064058,11,https://www.propertypro.ng/property/3-bedroom-house-for-rent-south-pointe-estateorchid-road-lekki-lagos-3GUDS
5 Bedroom Detached Duplex,20000000,5,5,6,Lekki Phase 1,Lekki,Lagos,,09058185397,11,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-1GQRA
Newly Built 3 Bedroom Apartment,3500000,3,3,4,By Gilmore,Jahi,Abuja,Newly Built,08160442385,11,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-by-gilmore-jahi-abuja-2GQCB
Standard 4 Bedroom Duplex,5000000,0,4,0,,Ilupeju,Lagos,,09061623299,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ilupeju-lagos-0GKQL
4 Bedroom Terrace Duplex,9000000,4,4,5,Lekki Phase 1,Lekki,Lagos,Serviced,09058185397,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-2GUFN
Luxury 5 Bedroom Semi Detached,9000000,5,5,6,Lekki Phase 1,Lekki,Lagos,,09041150803,11,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-0GTEK
Furnished Office Space,20000000, , ,2,Abagbon Close Adeola Odeku Victoria,Island,Lagos,FurnishedServiced,07045269021,11,https://www.propertypro.ng/property/commercial-property-for-rent-abagbon-close-adeola-odeku-victoria-island-lagos-9FSSG
3 Bedroom Apartment,4500000,3,3,3,Off Glover Road Old Ikoyi,Ikoyi,Lagos,Serviced,09044442244,11,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-off-glover-road-old-ikoyi-ikoyi-lagos-9GSDZ
2 Bedroom Flat,650000,3,2,3,Anfani Ringroad Ibadan Ring Rd,Ibadan,Oyo,,08147747114,10,https://www.propertypro.ng/property/2-bedroom-house-for-rent-anfani-ringroad-ibadan-ring-rd-ibadan-oyo-4GRPB
4 Bedroom Semi Detached Duplex,10000000,4,4,5,Dideolu Estate Oniru Victoria,Island,Lagos,ServicedNewly Built,07061131719,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-dideolu-estate-oniru-victoria-island-lagos-9GNAK
2 Bedroom Flat,450000,3,2,3,Bobby Olofa Akobo,Ibadan,Oyo,,08147747114,10,https://www.propertypro.ng/property/2-bedroom-house-for-rent-bobby-olofa-akobo-ibadan-oyo-1GRPB
Standard 2 Bedroom Flat,1100000,2,2,3,Badore,Ajah,Lagos,Newly Built,09034504273,10,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-badore-ajah-lagos-3GQUH
Standard 6 Bedroom Duplex,5500000,6,6,7,Brains And Hammers Estate,Apo,Abuja,,08160442385,10,https://www.propertypro.ng/property/6-bedroom-house-for-rent-brains-and-hammers-estate-apo-abuja-8GNRN
5 Bedroom Flat,7000000,5,5,6,,Guzape,Abuja,Furnished,08160442385,10,https://www.propertypro.ng/property/5-bedroom-house-for-rent-guzape-abuja-6GKXD
Newly Built 4 Bedroom Terrace Duplex,6000000,4,4,5,Lekki Phase 1,Lekki,Lagos,ServicedNewly Built,09168011083,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-3GNBB
2 Bedroom Flat,1500000,2,2,2,Alagomeji,Yaba,Lagos,,09061623299,10,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-alagomeji-yaba-lagos-0GTXE
Standard 6 Bedroom Flat,10000000,6,6,7,By Mobil Petrol Station,Mabushi,Abuja,,08160442385,10,https://www.propertypro.ng/property/6-bedroom-house-for-rent-by-mobil-petrol-station-mabushi-abuja-9GPBM
Furnished 3 Bedroom Terraced Duplex,3500000,3,3,4,Lekki Palm City Estate,Ajah,Lagos,FurnishedServiced,09034504273,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-palm-city-estate-ajah-lagos-3GQUJ
Mini Flat,1000000,1,1,1,Lekki Palm City Estate,Ajah,Lagos,ServicedNewly Built,09034504273,10,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-palm-city-estate-ajah-lagos-7GRJZ
Luxury Built & Tastefully Finished & Serviced 4bedroom Terrace Duplex,4500000,5,4,5,Phase 1,Gbagada,Lagos,ServicedNewly Built,08167742895,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-phase-1-gbagada-lagos-5GPTV
